gene_k,Rep_333_1_IN,Rep_333_1_IP,Rep_333_1_FC,Rep_333_2_IN,Rep_333_2_IP,Rep_333_2_FC,Rep_333_3_IN,Rep_333_3_IP,Rep_333_3_FC,Rep_444_1_IN,Rep_444_1_IP,Rep_444_1_FC,Rep_444_2_IN,Rep_444_2_IP,Rep_444_2_FC,Rep_444_3_IN,Rep_444_3_IP,Rep_444_3_FC
Kcnn3,0.390843,3.3984,3.12019,0.417513,3.89035,3.22001,0.403245,3.17488,2.97697,0.35024,3.90519,3.47897,0.421741,2.7599,2.71019,0.254292,4.75312,4.22431
Usp32,13.3511,20.5284,0.620658,11.4306,19.3416,0.758814,13.7277,23.1352,0.753,13.1609,21.0033,0.674356,12.1403,20.4196,0.750153,10.8031,26.1936,1.27776
Car4,6.84335,2.88965,-1.24381,6.16011,5.20574,-0.242854,7.65885,3.20525,-1.25669,11.7494,5.6113,-1.06618,10.8284,6.56978,-0.720907,8.9836,4.26888,-1.07344
Txnrd3,1.84104,4.99373,1.43959,1.6156,5.3808,1.73575,1.98364,7.24099,1.86804,2.04265,8.5873,2.07176,1.91289,6.78309,1.82619,2.04533,8.33622,2.02706
Fasl,1.18736,0,-1.79769e+308,0.495775,0.391721,-0.339858,0.848101,0.165857,-2.3543,1.44961,0.496308,-1.54636,1.26637,0.115602,-3.45346,1.02457,0.53357,-0.941276
Znf512b,4.06925,7.10882,0.804847,4.45389,7.46416,0.744913,4.52078,6.03952,0.417861,7.12251,10.4428,0.552057,7.07156,8.97049,0.343158,5.66263,7.14876,0.336222
Dnajc5,66.1258,106.445,0.686829,78.657,106.913,0.44279,70.1517,146.4,1.06136,91.0282,181.797,0.997942,87.6738,173.633,0.985822,97.2155,169.988,0.806175
Tpd52l2,85.6321,137.117,0.679187,78.4593,130.977,0.739297,86.0364,129.395,0.588764,88.2616,120.765,0.452341,85.1396,135.895,0.674588,92.6557,114.308,0.302973
Fmr1,9.01541,7.12759,-0.338979,9.14251,4.92114,-0.893598,10.0387,8.78405,-0.192609,6.68797,5.58132,-0.260961,8.16643,5.34565,-0.611341,5.91987,5.44319,-0.121113
Bcl11a,4.58987,11.4395,1.3175,8.9979,18.1843,1.01503,5.25978,10.6629,1.01952,4.34789,1.59875,-1.44337,4.73923,7.37732,0.638445,4.19772,4.51717,0.105811
Il4,2.84172,3.36787,0.245069,2.6382,2.27846,-0.211493,2.52377,3.40382,0.431572,1.82271,3.54802,0.960928,3.01771,3.65954,0.278208,2.28683,3.44076,0.589381
Pxmp4,8.25728,16.1122,0.964418,8.27756,14.8181,0.840084,8.69187,14.6107,0.749285,11.4712,19.0799,0.734033,9.73263,13.2781,0.448148,13.6903,19.717,0.526286
Dlg3,6.60348,7.72272,0.225884,7.82448,9.18799,0.231755,7.67022,9.53491,0.313951,7.90249,8.96571,0.18211,7.28416,9.72351,0.416713,9.02,9.97351,0.144974
Gnb1l,4.11487,15.8142,1.9423,7.35404,17.9911,1.29067,4.26506,8.1649,0.936868,5.41492,19.8129,1.87143,5.33554,13.9587,1.38746,6.93669,12.7469,0.877827
Dbh,0.111692,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0.060206,0,-1.79769e+308,0,0,0
Mmp11,1.38957,1.26586,-0.134519,1.75923,2.15907,0.295461,1.8973,4.30037,1.18052,4.50415,1.57184,-1.5188,2.41682,0.818879,-1.56139,3.13342,1.59616,-0.973129
Smarcb1,53.828,121.906,1.17934,53.4446,115.469,1.11138,59.1225,124.249,1.07146,56.9006,120.372,1.08098,52.7506,117.874,1.15999,58.7965,122.085,1.05408
Vpreb3,0.689453,0.334831,-1.04202,0.773036,0,-1.79769e+308,0.493043,0.463995,-0.0876027,0.621213,1.02615,0.724086,0.514271,0.485106,-0.0842287,0.992094,0,-1.79769e+308
Hip1r,2.51989,4.19801,0.736345,3.91527,6.12076,0,2.61593,6.54391,0,2.17893,5.52499,1.34235,4.17714,7.77234,0.895833,2.99431,5.99405,1.00131
Nsun5,5.15623,9.3861,0.86421,7.92078,8.37419,0.0803062,5.94607,7.12913,0.261791,7.17272,7.3536,0.0359292,6.29398,12.5038,0.990326,6.63009,6.55244,-0.016995
Top1mt,12.2544,34.7364,1.50314,13.1475,31.1429,1.24412,11.3405,29.6658,1.38731,9.56443,26.6921,1.48066,12.377,27.6545,1.15986,11.1746,22.4378,1.00571
Hoxa10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa4,1.35335,0.298892,-2.17883,1.6443,0.457411,-1.84591,1.24705,0.448045,-1.4768,1.03538,0,-1.79769e+308,0.321427,0.216557,-0.569749,0.516726,0.388731,-0.410629
Snrpn,1303.84,2533.53,0.958385,1349.33,2668.12,0.983582,1349.32,2524.91,0.903993,1424.73,2402.35,0.753761,1268.71,2293.22,0.854007,1433.44,2411.73,0.750583
Mmp14,1.35151,0.360543,-1.90633,1.98564,0.48033,-2.0475,1.89598,0.452995,-2.06538,1.78378,0.530378,-1.74984,1.24043,1.25366,0.0153069,1.53832,0.985827,-0.641953
Slc7a7,1.80658,0.242163,-2.89921,1.41668,0.313605,-2.17549,2.32699,0.774426,-1.58727,1.52067,0.627972,-1.27594,1.48786,0.863628,-0.784754,1.45261,0.442897,-1.7136
Oxa1l,21.1704,27.8345,0.394826,25.4849,32.2792,0.340961,23.6799,27.0284,0.190814,21.4738,34.6846,0.69172,25.5735,37.9017,0.567615,23.175,29.4976,0.348027
Heatr6,3.5334,2.82621,-0.322185,5.99063,5.76777,-0.0546923,4.72134,4.64708,-0.0228729,7.63858,4.71869,-0.694919,5.87018,6.98359,0.250565,4.49528,6.56442,0.546257
Ccl3,3.23634,0.560747,-2.52894,1.89792,0,-1.79769e+308,4.68835,1.20876,-1.95555,0.46238,0,-1.79769e+308,1.91391,0,-1.79769e+308,2.09223,0,-1.79769e+308
Expi,6.11025,1.79382,-1.7682,6.09052,0.466758,-3.70582,5.57406,0.621452,-3.16501,6.64111,0,-1.79769e+308,6.6583,0.649727,-3.35725,9.96572,0.999623,-3.31752
Icam4,0.974263,1.88551,0.95257,0.525672,1.69391,1.68813,0.908979,1.32935,0.548404,1.35018,0.304132,-2.15038,0.812907,2.01286,1.30809,0.980125,2.06456,1.0748
Ilf2,58.7337,149.21,1.34509,56.5365,134.342,1.24865,54.9692,148.128,1.43015,69.2644,152.46,1.13824,60.8618,139.393,1.19554,68.0454,145.238,1.09385
2500003M10Rik,23.8322,43.0762,0.853978,29.9042,58.722,0.973554,20.6925,44.4358,1.10261,18.9318,35.9387,0.924725,22.2225,39.043,0.81304,22.038,20.9815,-0.0708719
Snapin,56.2699,83.8557,0.575547,60.678,95.5553,0.655162,52.5465,69.972,0.413184,77.8811,69.2883,-0.168661,79.0686,68.9545,-0.19746,85.6836,69.4588,-0.302861
S100a4,3.76419,0.363632,-3.37179,3.2926,0,-1.79769e+308,3.80889,0,-1.79769e+308,5.69702,0.371473,-3.93888,3.97161,0.77499,-2.35747,3.59144,0.794895,-2.17573
S100a3,0.525052,0,-1.79769e+308,0.320184,0,-1.79769e+308,0.497159,0.382849,-0.376931,0.341714,0,-1.79769e+308,0.565777,0,-1.79769e+308,1.09146,0.205274,-2.41063
S100a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a6,37.1494,3.95038,-3.23328,33.378,5.38762,-2.63118,34.6745,3.96413,-3.1288,27.8003,2.2961,-3.59784,29.2911,2.17093,-3.75408,36.46,6.07278,-2.58589
Scn4a,0.0238556,0,-1.79769e+308,0.0035626,0,-1.79769e+308,0,0,0,0.0133148,0,-1.79769e+308,0,0,0,0.0212643,0,-1.79769e+308
Icam2,1.56614,0.95723,-0.710275,1.51302,0.896668,-0.754783,2.31083,1.51073,-0.613165,1.28263,0.611169,-1.06946,0.980148,2.26597,1.20906,1.89226,0.948309,-0.996681
Mapk7,4.19105,1.59478,-1.39396,9.19054,3.4059,-1.43211,3.41207,1.51813,-1.16835,2.42181,3.05311,0.334195,5.00721,3.71025,-0.432488,4.88722,1.68378,-1.53731
Epn2,24.8906,26.2289,0.0755556,26.924,26.3366,-0.031823,26.5623,28.4205,0.0975537,24.1212,17.6475,-0.45084,29.0622,25.2655,-0.201979,25.6559,12.6833,-1.01636
B9d1,17.1526,18.2856,0.0922812,13.2637,26.055,0.974071,12.0463,22.124,0.877021,29.4468,41.5819,0.497842,24.1113,38.2822,0.666963,26.4501,34.7301,0.392917
Sec24b,13.1091,26.6448,1.02329,9.84963,22.0612,1.16337,12.3294,24.8751,1.0126,17.7297,20.6613,0.220764,13.6838,36.1985,1.40347,12.0957,22.7253,0.909802
N4bp3,1.63338,0.574659,-1.50708,2.01821,1.06331,-0.924513,0.77262,0.235953,-1.71126,0.671291,0.53813,-0.318982,1.36576,1.29511,-0.0766299,1.41892,0.569304,-1.31752
Rmnd5b,12.358,31.7634,1.36192,17.6263,31.9948,0.860108,13.4932,28.6774,1.08769,17.4823,25.796,0.561252,18.2497,32.9804,0.853731,21.4862,38.5675,0.843976
Nhp2,36.8891,143.554,1.96033,34.228,149.469,2.1266,35.4128,133.684,1.91649,34.8351,146.144,2.06877,38.3952,141.01,1.8768,41.0871,112.218,1.44955
1300018I17Rik,7.1765,11.0096,0.617412,9.91721,11.4329,0.205184,5.17904,12.6494,1.28831,7.34817,12.1984,0.731236,13.7115,11.5152,-0.251843,10.5775,12.4259,0.232353
Zfp276,2.24595,0.952671,-1.23728,1.85305,1.04675,-0.823988,1.83262,0.630142,-1.54016,2.03973,0.895337,-1.18787,2.17345,1.29736,-0.744408,2.38169,0.371701,-2.67977
C1ql4,0.0660024,0.260508,1.98074,0.172496,0,-1.79769e+308,0.0340887,0,-1.79769e+308,0.386657,0.479026,0.309049,0.213396,0.150971,-0.499266,0.411668,0,-1.79769e+308
Mfsd10,4.69025,10.0708,1.10245,12.8626,7.40962,-0.795708,5.61025,10.2933,0.875576,6.26739,9.44673,0.591949,11.6629,18.9101,0.697235,7.66695,7.66973,0.000522717
Luzp1,36.5158,28.6911,-0.347918,79.2572,34.1168,-1.21606,46.3896,40.3655,-0.200681,27.0075,18.7763,-0.524452,46.4451,29.3026,-0.664499,41.2814,23.6267,-0.80507
Slc13a2,0,0,0,0,0,0,0.0409079,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Kctd10,11.1164,24.4114,1.13486,14.6157,31.2035,1.09419,11.3786,25.3967,1.15832,14.1197,24.821,0.813852,16.4247,33.1585,1.01351,14.3933,27.3781,0.927622
Poldip2,28.6407,39.1758,0.451899,31.4898,50.3947,0.678389,23.2875,26.2058,0.170336,33.9985,29.634,-0.198219,38.1639,42.1521,0.143396,50.9772,25.379,-1.00622
Sebox,1.0357,0,-1.79769e+308,1.34017,0,-1.79769e+308,1.16291,0,-1.79769e+308,1.43662,0,-1.79769e+308,1.41444,0,-1.79769e+308,0.842704,0,-1.79769e+308
Ift20,110.825,162.959,0.556235,100.414,167.461,0.737854,87.5373,155.858,0.83226,63.947,91.176,0.511778,59.8369,93.4329,0.642895,79.5387,91.0869,0.195588
Col6a1,0.796743,0.893546,0.165426,0.689297,0.508057,-0.440134,1.03942,1.24043,0.255064,0.634479,0.728397,0.199152,0.507067,0.608774,0.263731,0.415003,1.13012,1.44529
Pcbp3,32.1407,79.0967,1.29922,36.1557,72.8369,1.01045,34.4424,35.7272,0.0528384,25.1875,47.7786,0.923655,31.0779,53.8918,0.794177,33.5846,44.2524,0.397954
Lgals9,17.8727,25.0357,0.486227,17.7583,16.8307,-0.0774015,27.2767,29.277,0.102095,23.6555,33.5343,0.503459,37.7903,60.1502,0.670554,36.4305,55.6467,0.61115
Araf,232.457,602.684,1.37444,206.858,607.233,1.55361,196.593,526.584,1.42145,319.206,597.065,0.903399,283.415,546.072,0.946174,340.975,548.804,0.686625
Cfp,1.8062,0,-1.79769e+308,2.70698,0.590049,-2.19778,2.57722,0.803909,-1.68071,1.73404,0,-1.79769e+308,3.31656,0.210121,-3.98039,3.32252,1.56031,-1.09044
Timp1,1.54773,0.720955,-1.10217,1.02648,0.0925225,-3.47176,1.81769,0,-1.79769e+308,0.412406,0,-1.79769e+308,1.26315,0.482937,-1.38712,1.31688,0.495341,-1.41063
Uxt,11.6252,21.3668,0.87812,8.60612,19.8183,1.2034,10.6377,21.2669,0.999426,12.3224,16.4798,0.419412,11.6666,23.8823,1.03356,20.1225,22.6783,0.172506
Cnnm3,2.49232,2.01977,-0.303295,2.36044,2.33604,-0.0149918,2.7411,2.9077,0.0851215,3.02075,3.0453,0.0116791,2.48896,3.35969,0.432788,3.03153,4.17891,0.463081
Lman2l,17.3821,36.7173,1.07886,17.5692,31.1389,0.82567,17.684,26.5024,0.583674,18.9896,34.4883,0.860902,16.5135,33.6441,1.02671,22.0824,32.9919,0.579216
Mcm3ap,2.69904,2.117,-0.350426,2.58935,2.17603,-0.250894,2.12419,3.35685,0.660195,2.32904,2.74944,0.239397,2.6925,3.5837,0.412507,2.15669,3.06312,0.506187
Pcnt,1.18272,1.30483,0.141758,1.40564,0.859935,-0.708931,1.26589,0.982429,-0.365725,0.924126,0.797954,-0.211783,1.01195,0.919347,-0.138459,0.941456,0.751402,-0.325309
Ftcd,0.0379826,0.0799766,1.07424,0.0264712,0.0832407,1.65287,0.089349,0,-1.79769e+308,0.0494603,0,-1.79769e+308,0,0.184407,1.79769e+308,0,0,0
Mxd1,2.80286,1.49876,-0.903124,3.196,2.4187,-0.402034,3.48134,1.68438,-1.04742,3.36355,1.75207,-0.940929,3.60722,1.72371,-1.06537,3.18944,1.53837,-1.0519
Gmcl1,7.68601,5.82837,-0.399142,6.11459,5.43997,-0.168657,7.00268,6.3017,-0.152166,5.24731,5.63257,0.102214,5.23624,2.84513,-0.880034,5.31358,3.77871,-0.491792
Snrnp27,101.92,155.787,0.612139,90.3678,178.756,0.984114,82.9429,147.323,0.82879,64.1982,87.1255,0.440561,55.1662,93.4701,0.760722,78.5158,90.4458,0.204072
Oas1c,1.53738,4.65464,1.59819,0.973628,3.31209,1.7663,1.43585,3.16162,1.13875,1.49421,8.66617,2.53601,1.57004,2.30145,0.55174,2.49158,7.05026,1.50061
Oas1h,0.0766853,0,-1.79769e+308,0,0.392098,1.79769e+308,0.0451168,0,-1.79769e+308,0.0776594,0,-1.79769e+308,0.047083,0.363867,2.95014,0,0,0
Ocrl,11.8564,20.7327,0.806237,11.2206,17.9884,0.68092,12.5489,23.7212,0.918618,15.8372,22.7234,0.520859,13.5324,21.3123,0.655275,13.3994,28.0135,1.06395
Calm1,2766.91,5207.99,0.912453,2933.9,4870.48,0.731244,2526.04,4739.37,0.907821,2154.87,2854.83,0.4058,1903.33,2921.37,0.618116,2082.44,2905.77,0.480644
Agpat3,9.61904,5.22052,-0.881699,11.6555,7.41053,-0.653363,11.6587,9.97311,-0.22529,11.3135,9.16855,-0.303284,13.0266,9.83915,-0.404852,12.8579,10.3876,-0.307791
Slc26a3,0,0,0,0,0,0,0.0218118,0.011785,-0.888159,0,0,0,0,0,0,0.214621,0,-1.79769e+308
Sema6b,0.512681,1.30745,1.35062,0.574795,1.21864,1.08415,0.701967,0.85633,0.286764,0.241364,0.747562,1.63098,0.459572,0.848171,0.884063,0.5782,0.695964,0.267445
Uhrf1,0.513669,0.44349,-0.211938,0.587108,0,-1.79769e+308,0.882032,0,-1.79769e+308,0.670231,0.0331405,-4.33799,0.819514,1.23857,0.595833,0.8333,0,-1.79769e+308
Dpp9,10.0513,16.0948,0.679223,10.3045,18.6458,0.855579,10.3727,18.5255,0.836724,12.1258,20.712,0.772382,10.81,22.1947,1.03785,11.6035,27.897,1.26555
Ramp2,7.03218,4.4548,-0.658612,11.3491,6.93845,-0.709895,11.0932,4.16552,-1.41311,8.3391,4.65066,-0.842456,5.72239,4.47126,-0.355939,8.36909,2.79691,-1.58124
Lsr,0.372257,0.0203856,-4.19067,0.633937,0.409049,-0.632067,0.626473,0.40337,-0.635147,0.514139,0,-1.79769e+308,0.806825,0.944671,0.227555,1.00539,0.121168,-3.05268
Gramd1a,5.02784,11.1862,1.15372,6.98965,16.2158,1.21411,5.92244,8.05638,0.44394,4.61772,10.4171,1.1737,8.1591,15.6215,0.937047,5.97125,9.0257,0.596005
Hpn,0.709639,0,-1.79769e+308,1.79552,0,-1.79769e+308,2.39879,2.21616,-0.114248,0.490687,0,-1.79769e+308,0.874672,0.391249,-1.16066,1.81075,0.874689,-1.04974
Gabrg1,9.63976,7.43855,-0.373977,7.49765,6.5551,-0.193822,7.51123,6.46489,-0.216424,11.7424,7.44066,-0.658222,10.8912,6.14084,-0.826652,10.2252,8.13803,-0.329374
Ckb,821.131,1455.85,0.826182,1003.65,1468.79,0.549366,824.496,1328.35,0.688046,952.201,1472.83,0.629253,967.689,1842.3,0.928892,1083.4,1417.44,0.387712
Sp1,2.10057,0.43294,-2.27855,2.0994,0.390844,-2.42531,2.60666,0.555744,-2.22971,2.19781,1.07341,-1.03386,2.23053,0.805518,-1.4694,1.70346,0.98874,-0.784806
Itgb7,0.946509,1.64849,0.800453,1.00797,1.00038,-0.0109071,0.886327,1.63909,0.886988,0.898526,2.31198,1.3635,1.5163,3.40036,1.16513,1.35218,0.954963,-0.501775
Myg1,78.9753,135.614,0.780031,69.1101,153.73,1.15343,77.5715,154.469,0.993714,100.392,169.57,0.756239,95.1373,178.489,0.907752,105.024,168.684,0.683598
Rarg,0.450464,0.686234,0.607288,1.17728,1.13546,-0.0521848,0.866733,0.59615,-0.539911,0.469617,0.433608,-0.115093,1.01301,0.835462,-0.278,0.697913,0.407904,-0.774819
Pfdn5,786.115,1229.45,0.645202,688.897,1540.62,1.16115,610.735,1190.5,0.962953,555.962,579.003,0.0585858,416.614,646.416,0.63375,624.878,613.099,-0.0274536
Efnb2,1.76816,1.65548,-0.0950014,2.04212,1.53856,-0.408493,1.82096,1.88471,0.049644,1.75805,0.84559,-1.05595,1.24994,0.629903,-0.988651,1.33777,0.571534,-1.22692
Rrp15,5.93355,10.527,0.827129,7.3862,17.1789,1.21774,6.65704,11.7048,0.814142,4.4977,12.7118,1.49891,4.14116,7.2884,0.815566,4.44548,10.4289,1.23018
Rnd2,67.3325,39.8806,-0.755616,60.385,35.1929,-0.778907,61.5393,27.981,-1.13706,56.5755,28.5023,-0.989101,48.7706,27.1472,-0.845205,61.6363,23.3016,-1.40335
Srr,26.838,17.7614,-0.595535,27.5841,20.1242,-0.454906,28.0439,20.5149,-0.451012,29.1748,22.796,-0.355942,32.5359,20.4424,-0.67047,23.7339,20.6175,-0.203082
Sync,0.803584,1.85058,1.20345,0.795907,1.12188,0.495253,0.434674,0.0268898,-4.0148,0.086689,1.96239,4.50062,0.833657,1.2144,0.54272,0.465043,0.296803,-0.647857
Fndc5,23.8436,12.0532,-0.984186,26.1486,12.9773,-1.01074,26.5606,11.9075,-1.15742,23.2462,11.2801,-1.04321,19.5757,13.2436,-0.563767,22.9567,13.8643,-0.727543
Acp5,0.778179,0.0302862,-4.68337,0.982486,0.353055,-1.47654,1.45387,1.17516,-0.307041,0.899056,0.464096,-0.953988,1.73666,0.526555,-1.72166,1.07687,0,-1.79769e+308
Cnn1,2.28328,0.909454,-1.32804,2.79883,0.518123,-2.43346,2.85945,0.250583,-3.51238,2.28922,0.146695,-3.96397,1.47036,0.601023,-1.29068,1.79646,0.09484,-4.24352
Fbxo9,46.4842,78.9324,0.763877,46.2002,65.8582,0.511464,41.3777,66.6704,0.68819,52.8214,88.9601,0.752035,43.4015,77.3332,0.833344,56.2501,76.3404,0.44059
Ccdc132,14.9582,22.918,0.615541,13.7628,22.3666,0.700567,13.9926,23.9697,0.776548,17.1538,23.7301,0.468188,20.509,28.2095,0.459921,16.9133,27.2141,0.686194
Apbb3,4.9371,12.9326,1.38928,7.95738,16.2068,1.02623,4.8442,10.177,1.07099,7.82538,23.3245,1.57561,10.5176,28.0111,1.41319,12.2401,13.4389,0.134807
Hars,78.4622,208.098,1.40719,78.0844,196.08,1.32834,82.9625,211.967,1.35331,102.812,239.894,1.22238,88.7654,262.204,1.56262,94.5801,252.459,1.41644
Zmat2,82.1174,122.837,0.58099,80.1993,133.559,0.735813,82.9861,109.581,0.401062,65.3761,94.7077,0.534717,55.3963,85.9863,0.634317,70.5133,103.594,0.554972
Ube2c,0.636259,3.379,2.40891,1.20935,2.47134,1.03106,1.07546,1.56083,0.537355,1.01661,7.41685,2.86704,1.58969,5.6894,1.83954,1.35296,6.24266,2.20604
Smg5,3.79849,5.34978,0.494053,4.40079,8.94279,1.02296,3.89181,5.30983,0.448224,3.45409,6.1203,0.825299,4.6882,8.93874,0.931038,5.06727,4.87369,-0.0561968
Cct3,96.4814,213.236,1.14413,91.7962,223.204,1.28185,92.2778,225.109,1.28657,105.809,229.444,1.11668,90.3586,262.61,1.53919,89.669,241.731,1.43072
Rhbg,0.164532,0,-1.79769e+308,0.0570725,0,-1.79769e+308,0.0910542,0,-1.79769e+308,0.233549,0,-1.79769e+308,0.323225,0,-1.79769e+308,0.3112,0,-1.79769e+308
0610031J06Rik,50.522,84.3911,0.740181,45.1166,70.0263,0.634239,68.3255,74.5808,0.12638,53.1573,73.7589,0.47255,56.8067,86.3627,0.604347,48.7056,66.8087,0.455948
Mef2d,8.34547,12.6616,0.601397,10.5252,12.6093,0.260649,9.70929,14.0371,0.531803,9.51441,15.8966,0.740533,12.5615,17.4279,0.472393,10.4573,18.9774,0.859774
Tmem79,0.635357,0.188144,-1.75573,0.281207,0.45692,0.700307,0.461473,0.796651,0.787701,0.659356,0.914424,0.471806,0.643018,0.591769,-0.119825,0.725443,0.111081,-2.70725
Snd1,19.6426,26.0288,0.406123,17.0611,22.1888,0.379122,17.129,22.5186,0.394673,34.1078,39.305,0.20461,27.2147,57.5402,1.08018,24.5378,61.2582,1.3199
Col18a1,0.623677,0.0992128,-2.6522,0.768092,0.112113,-2.77632,0.681296,0.36008,-0.919963,0.490854,0.0230092,-4.41501,0.685642,0.24639,-1.47651,0.472922,0.111568,-2.08368
Slc19a1,12.446,9.47755,-0.393101,11.5713,8.94505,-0.37139,12.14,8.75865,-0.470984,13.7205,11.0786,-0.308564,11.6894,7.83993,-0.576287,12.9103,7.64774,-0.755411
Kpnb1,15.8782,25.9558,0.709011,13.1178,21.3079,0.699859,15.3727,21.6918,0.49678,21.375,24.0952,0.172817,17.9129,24.4366,0.448049,13.1934,31.1393,1.23891
Npepps,48.0676,72.3947,0.59082,40.7133,64.3701,0.660893,53.3381,89.8155,0.751799,61.0228,79.0705,0.373792,58.5965,104.778,0.838447,58.5292,120.984,1.04759
Tbx21,0.105266,0.166245,0.659263,0.17007,0.226512,0.413461,0.108736,0,-1.79769e+308,0.037386,0,-1.79769e+308,0.1857,0,-1.79769e+308,0.0597066,0.0898341,0.589372
Mrpl10,41.8699,93.1635,1.15385,51.6349,100.887,0.966317,46.1624,87.7214,0.926209,50.1951,84.0372,0.74348,47.1799,88.9003,0.914017,56.2293,75.8528,0.431881
Cyp51,17.4962,49.317,1.49505,16.2597,43.2087,1.41002,16.5222,47.1177,1.51186,17.2154,42.7264,1.31142,19.9629,36.2416,0.860321,16.2433,40.842,1.33021
Tcf25,135.572,300.968,1.15055,167.905,333.373,0.98949,144.188,349.338,1.27667,199.413,413.286,1.05138,209.872,426.942,1.02453,205.01,416.053,1.02107
Tubb6,6.40402,11.0264,0.783911,6.0459,7.7715,0.362237,6.93562,9.0342,0.381373,6.77778,7.57771,0.16095,8.16558,10.7792,0.400622,7.0402,11.3209,0.685297
Def8,22.7776,32.8796,0.529576,23.6439,27.5732,0.221798,24.7412,30.5173,0.302712,27.9849,34.6433,0.307925,28.3157,34.5968,0.289036,29.2459,43.0981,0.559387
Meox1,0.849296,0,-1.79769e+308,1.0271,0.0311398,-5.04368,0.770283,0.536014,-0.523117,0.601345,0,-1.79769e+308,0.727586,0.270917,-1.42527,0.590932,0.277875,-1.08856
Sost,0.0705073,0,-1.79769e+308,0.0491386,0,-1.79769e+308,0.0121385,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Nkx2-1,0.664948,0.0131269,-5.66264,0.790713,0.163952,-2.26988,0.626761,0,-1.79769e+308,0.422144,0,-1.79769e+308,0.161295,0.0760737,-1.08423,0.103719,0.195069,0.911301
Pax9,0,0,0,0.0287774,0,-1.79769e+308,0,0,0,0.0430194,0,-1.79769e+308,0.0178066,0,-1.79769e+308,0.0200382,0,-1.79769e+308
Irx2,15.8024,4.06192,-1.95991,16.9266,1.349,-3.64932,15.3916,3.46531,-2.15108,9.08562,1.81938,-2.32014,8.10145,1.97825,-2.03396,9.95211,1.29821,-2.93848
Col1a1,0.825963,0.3066,-1.42972,1.01467,0.280313,-1.8559,0.975066,0.477757,-1.02922,0.373074,0.328061,-0.185495,0.584421,0.643706,0.139395,0.296875,0.106057,-1.48502
Itga3,2.56351,6.73358,1.39325,2.75321,6.15822,1.1614,3.41151,8.11616,1.25039,4.43708,10.0082,1.1735,3.58446,8.78917,1.29397,3.85487,10.8501,1.49295
Sgca,0.580867,0,-1.79769e+308,0.988971,0,-1.79769e+308,0.425589,0.0253836,-4.06749,1.06548,0,-1.79769e+308,0.868371,0.976933,0.169949,0.169502,0,-1.79769e+308
Dlx3,0.080829,0,-1.79769e+308,0.0187774,0.1181,2.65294,0.0556618,0,-1.79769e+308,0.070173,0,-1.79769e+308,0,0,0,0.0560342,0,-1.79769e+308
Foxm1,0.223915,0.36256,0.69527,0.168764,0.290589,0.783975,0.290261,0.728524,1.32762,0.1625,0.478129,1.55696,0.235417,0.44407,0.915567,0.341744,0.122024,-1.48575
Itfg2,16.2922,38.098,1.22553,15.7666,44.6593,1.50209,16.0281,35.7898,1.15895,19.8775,53.8142,1.43685,20.0029,44.5275,1.15449,21.4291,44.0579,1.03983
Nrip2,52.9568,75.488,0.511431,55.5421,70.9603,0.353431,60.6943,78.903,0.37852,78.2003,81.0195,0.0510949,66.5958,84.6602,0.346253,78.8254,85.7139,0.120869
Tulp3,3.27443,1.17941,-1.47318,3.61452,0.542314,-2.7366,4.17723,1.13887,-1.87494,4.04868,1.32976,-1.60629,3.59133,1.82188,-0.979087,4.28033,2.15507,-0.989988
Gtf2h4,8.33781,21.1497,1.34289,11.5651,26.8764,1.21657,10.0763,20.2599,1.00767,11.3741,25.3851,1.15822,13.7473,27.5692,1.00391,10.1763,17.8808,0.81319
Tubb5,144.127,363.463,1.33446,141.238,326.818,1.21035,158.706,345.305,1.12152,176.183,351.894,0.99807,151.417,384.673,1.34511,155.076,368.922,1.25034
Ell2,4.89937,8.0381,0.714258,5.17478,8.27656,0.677532,4.99536,8.55415,0.776035,3.73912,5.82879,0.6405,4.3664,5.16297,0.241758,4.21167,4.67082,0.149284
Jup,7.95952,8.29127,0.0589108,9.66712,8.46699,-0.191237,11.1918,7.6749,-0.544222,7.22771,5.26527,-0.457031,9.11102,8.49963,-0.100212,6.87086,6.55635,-0.0675982
Fkbp10,2.48955,2.27865,-0.127704,3.3521,0.291769,-3.52217,2.28115,0.281473,-3.0187,2.12462,0.652141,-1.70395,3.3102,2.05519,-0.687642,1.44392,2.6432,0.87229
Klhl10,19.6088,19.2469,-0.0268798,17.1051,17.4924,0.0323019,17.6248,19.3991,0.138389,17.1615,14.0642,-0.287149,16.4114,13.8929,-0.240348,13.0466,14.8605,0.187808
Mnx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nom1,6.75507,11.6469,0.785908,8.43147,12.1914,0.532004,7.19976,12.7341,0.822673,6.76551,18.89,1.48135,11.8588,19.5687,0.722581,7.40144,14.4968,0.969857
Ergic1,8.43528,25.8299,1.61453,16.6247,30.4892,0.874972,8.61066,20.2118,1.231,14.9611,33.2405,1.15172,24.2292,36.7034,0.599166,20.5204,18.5538,-0.145348
